РЕГИОН,ГОРОД,РАЙОН,НАЗВАНИЕ,ТИП,ТИП_НАЗВАНИЕ,АДРЕС,САЙТ,ДОМЕН_SUDRF,ПАРСЕР,КОД
Ивановская область,Вичуга,,Вичугский городской суд Ивановской области,районный_городской,"Районный, городской, межрайонный суд","155331, Ивановская обл, г Вичуга, ул 50 лет Октября, зд 18",https://vichugsky--iwn.sudrf.ru/,vichugsky--iwn.sudrf.ru,да,37RS0002
Ивановская область,Иваново,,Ивановский областной суд,областной,Областной и равный ему суд,"153005, г Иваново, пр-кт Шереметевский, д 100",https://oblsud--iwn.sudrf.ru/,oblsud--iwn.sudrf.ru,да,37OS0000
Ивановская область,Иваново,Ивановский,Ивановский районный суд Ивановской области,районный_городской,"Районный, городской, межрайонный суд","153008, г Иваново, ул Постышева, д 52",https://ivanovsky--iwn.sudrf.ru/,ivanovsky--iwn.sudrf.ru,да,37RS0005
Ивановская область,Иваново,Ленинский,Ленинский районный суд г. Иваново,районный_городской,"Районный, городской, межрайонный суд","153000, г Иваново, ул Станко, д 7",https://leninsky--iwn.sudrf.ru/,leninsky--iwn.sudrf.ru,да,37RS0010
Ивановская область,Иваново,Октябрьский,Октябрьский районный суд г. Иваново,районный_городской,"Районный, городской, межрайонный суд","153002, г Иваново, ул 9 Января, д 13",https://oktyabrsky--iwn.sudrf.ru/,oktyabrsky--iwn.sudrf.ru,да,37RS0012
Ивановская область,Иваново,Советский,Советский районный суд г. Иваново,районный_городской,"Районный, городской, межрайонный суд","153006, г Иваново, проезд 10-й, д 22",https://sovetsky--iwn.sudrf.ru/,sovetsky--iwn.sudrf.ru,да,37RS0019
Ивановская область,Иваново,Фрунзенский,Фрунзенский районный суд г. Иваново,районный_городской,"Районный, городской, межрайонный суд","153003, г Иваново, ул Мархлевского, д 33",https://frunzensky--iwn.sudrf.ru/,frunzensky--iwn.sudrf.ru,да,37RS0022
Ивановская область,Кинешма,,Кинешемский городской суд Ивановской области,районный_городской,"Районный, городской, межрайонный суд","155800, Ивановская обл, г Кинешма, ул им Ленина, д 44",https://kineshemsky--iwn.sudrf.ru/,kineshemsky--iwn.sudrf.ru,да,37RS0007
Ивановская область,Комсомольск,Комсомольский,Комсомольский районный суд Ивановской области,районный_городской,"Районный, городской, межрайонный суд","155150, Ивановская обл, г Комсомольск, ул Пионерская, д 9",https://komsomolsky--iwn.sudrf.ru/,komsomolsky--iwn.sudrf.ru,да,37RS0008
Ивановская область,Палех,Палехский,Палехский районный суд Ивановской области,районный_городской,"Районный, городской, межрайонный суд","155620, Ивановская обл, п Палех, ул Горького, зд 4",https://palehsky--iwn.sudrf.ru/,palehsky--iwn.sudrf.ru,да,37RS0013
